JUDUL,PENULIS,RATING_AVG,TOTAL_RATINGS,TOTAL_REVIEWS,GENRES,PENERBIT,TAHUN_TERBIT,NAMA_FILE_GAMBAR,warna_h,warna_s,warna_v,warna_r,warna_g,warna_b,warna_kategori,warna_hex_dominan,POPULARITY_SCORE
Kosmik Mook The Second Orbit: Issue 01,Kosmik,4.71,7.0,1.0,"Sastra Indonesia, Indonesian Literature",Elex Media Komputindo,2017,2017_Elex_Media_Komputind_Kosmik_Mook_The_Second_Orbit_I.jpg,34.0,7.0,245.0,244.0,245.0,238.0,Abu-abu/Putih,#f4f5ee,3.900551710946399
Wasripin dan Satinah,Kuntowijoyo,3.69,147.0,29.0,"Fiksi, Sastra Indonesia, Novel, Sastra, Indonesian Literature",Penerbit Buku Kompas,2003,2003_Penerbit_Buku_Kompas_Wasripin_dan_Satinah.jpg,24.0,192.0,234.0,234.0,199.0,58.0,Oranye/Cokelat,#eac73a,3.816615345255864
Pistol Perdamaian: Cerpen Pilihan Kompas 1996,Kuntowijoyo,3.79,196.0,20.0,"Cerita Pendek, Fiksi, Sastra Indonesia, Sastra, Indonesian Literature",Penerbit Buku Kompas,2002,2002_Penerbit_Buku_Kompas_Pistol_Perdamaian_Cerpen_Pilih.jpg,120.0,63.0,167.0,126.0,126.0,167.0,Biru,#7e7ea7,3.844221420644762
Mantra Pejinak Ular,Kuntowijoyo,3.88,282.0,37.0,"Novel, Sastra Indonesia, Fiksi, Indonesian Literature",Penerbit Kompas,2000,2000_Penerbit_Kompas_Mantra_Pejinak_Ular.jpg,162.0,27.0,48.0,48.0,43.0,46.0,Abu-abu/Putih,#302b2e,3.880487429965638
"Laki-Laki yang Kawin dengan Peri: Cerpen Pilihan ""KOMPAS"" 1995",Kuntowijoyo,3.81,170.0,22.0,"Cerita Pendek, Sastra Indonesia, Dewasa, Indonesian Literature",Penerbit Buku Kompas,2002,2002_Penerbit_Buku_Kompas_Laki-Laki_yang_Kawin_dengan_Pe.jpg,42.0,127.0,26.0,21.0,26.0,13.0,Hitam,#151a0d,3.854694489641526
Khotbah di Atas Bukit,Kuntowijoyo,3.73,405.0,34.0,"Novel, Sastra Indonesia, Fiksi, Sastra, Indonesian Literature",Bentang Budaya,2007,2007_Bentang_Budaya_Khotbah_di_Atas_Bukit.jpg,52.0,45.0,152.0,132.0,152.0,125.0,Abu-abu/Putih,#84987d,3.792896570929594
Gua Terlarang,Kurnain Suhardiman,4.0,8.0,4.0,"Sastra Indonesia, Indonesian Literature",Djambatan,2004,2004_Djambatan_Gua_Terlarang.jpg,140.0,3.0,231.0,230.0,228.0,231.0,Abu-abu/Putih,#e6e4e7,3.884166339336823
Lautan Langit: Kumpulan Cerita,Kurniawan Gunadi,4.18,699.0,68.0,"Islam, Pengembangan Diri, Roman, Indonesian Literature",Langitlangit Creative Studio,2015,2015_Langitlangit_Creativ_Lautan_Langit_Kumpulan_Cerita.jpg,4.0,212.0,118.0,118.0,33.0,20.0,Merah,#762114,4.092475025922459
Hujan Matahari,Kurniawan Gunadi,4.22,1263.0,136.0,"Fiksi, Roman, Pengembangan Diri, Sastra Indonesia, Inspiratif, Cinta, Indonesian Literature",Canting Press,2014,2014_Canting_Press_Hujan_Matahari.jpg,4.0,144.0,229.0,229.0,117.0,100.0,Merah,#e57564,3.8821307299495977
"Putih: Warna Kulit, Ras, dan Kecantikan di Indonesia Transnasional",L. Ayu Saraswati,4.31,310.0,82.0,"Nonfiksi, Feminisme, Sejarah, Sastra Indonesia, Race, Cultural Studies, Gender, Indonesian Literature",Marjin Kiri,2017,"2017_Marjin_Kiri_Putih_Warna_Kulit,_Ras,_dan_Ke.jpg",113.0,14.0,159.0,150.0,152.0,159.0,Abu-abu/Putih,#96989f,4.102909377334786
Reset,L. Zeth,3.63,152.0,45.0,"Thriller, Misteri, Fiksi, Kejahatan, Novel, Indonesian Literature",Gramedia Pustaka Utama,2023,2023_Gramedia_Pustaka_Uta_Reset.jpg,86.0,63.0,154.0,116.0,154.0,149.0,Biru,#749a95,3.794512055224637
The Question of Red,Laksmi Pamuntjak,3.83,4121.0,693.0,"Fiksi, Fiksi Historis, Roman, Sastra Indonesia, Novel, Historis, Buku Digital, Indonesian Literature",Amazon Crossing,2016,2016_Amazon_Crossing_The_Question_of_Red.jpg,114.0,114.0,101.0,56.0,65.0,101.0,Biru,#384165,3.8802674999756888
The Birdwoman's Palate,Laksmi Pamuntjak,3.01,1784.0,339.0,"Fiksi, Sastra Indonesia, Novel, Contemporary, Kuliner, Perjalanan, Roman, Indonesian Literature",Amazon Crossing,2018,2018_Amazon_Crossing_The_Birdwoman's_Palate.jpg,2.0,187.0,169.0,169.0,55.0,45.0,Merah,#a9372d,3.877961909966824
Kitab Kawin,Laksmi Pamuntjak,3.76,829.0,219.0,"Cerita Pendek, Fiksi, Feminisme, Sastra Indonesia, Roman, Dewasa, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2021,2021_Gramedia_Pustaka_Uta_Kitab_Kawin.jpg,28.0,37.0,253.0,253.0,250.0,216.0,Abu-abu/Putih,#fdfad8,3.791288570863286
Kekasih Musim Gugur,Laksmi Pamuntjak,3.5,273.0,72.0,"Fiksi, Sastra Indonesia, Fiksi Historis, Novel, Keluarga, Historis, Indonesian Literature",Gramedia Pustaka Utama,2020,2020_Gramedia_Pustaka_Uta_Kekasih_Musim_Gugur.jpg,19.0,86.0,247.0,247.0,217.0,164.0,Oranye/Cokelat,#f7d9a4,3.695986561792567
The Book of Invisible Questions,Lala Bohang,3.89,1255.0,214.0,"Puisi, Nonfiksi, Sastra, Sastra Indonesia, Novel Grafis, Buku Digital, Roman, Indonesian Literature",Gramedia Pustaka Utama,2017,2017_Gramedia_Pustaka_Uta_The_Book_of_Invisible_Question.jpg,110.0,83.0,123.0,83.0,96.0,123.0,Biru,#53607b,3.880993779045205
The Book of Imaginary Beliefs,Lala Bohang,3.71,526.0,98.0,"Puisi, Sastra, Novel Grafis, Nonfiksi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2019,2019_Gramedia_Pustaka_Uta_The_Book_of_Imaginary_Beliefs.jpg,110.0,96.0,64.0,40.0,48.0,64.0,Biru,#283040,3.7706573987953034
The Book of Forbidden Feelings,Lala Bohang,3.7,2336.0,384.0,"Puisi, Nonfiksi, Sastra Indonesia, Roman, Sastra, Contemporary, Novel Grafis, Indonesian Literature",Gramedia Pustaka Utama,2016,2016_Gramedia_Pustaka_Uta_The_Book_of_Forbidden_Feelings.jpg,6.0,17.0,73.0,73.0,69.0,68.0,Abu-abu/Putih,#494544,3.879719980662217
Dering Kematian,Lamia Putri Damayanti,3.82,22.0,4.0,"Horor, Indonesian Literature",Bentang Belia,2015,2015_Bentang_Belia_Dering_Kematian.jpg,100.0,123.0,240.0,124.0,201.0,240.0,Biru,#7cc9f0,3.876653636523279
Teror,Langit Kresna Hariadi,3.75,8.0,1.0,Indonesian Literature,Narasi,2014,2014_Narasi_Teror.jpg,30.0,1.0,250.0,250.0,250.0,249.0,Abu-abu/Putih,#fafaf9,3.877437996191323
Teror,Langit Kresna Hariadi,3.75,1732.0,1.0,Indonesian Literature,Narasi,2014,2014_Narasi_Teror.jpg,30.0,1.0,250.0,250.0,250.0,249.0,Abu-abu/Putih,#fafaf9,3.877437996191323
Gajah Mada: Hamukti Palapa,Langit Kresna Hariadi,4.02,913.0,60.0,"Novel, Fiksi Historis, Fiksi, Sastra Indonesia, Historis, Epik, Indonesian Literature",Tiga Serangkai,2006,2006_Tiga_Serangkai_Gajah_Mada_Hamukti_Palapa.jpg,87.0,194.0,59.0,14.0,59.0,55.0,Biru,#0e3b37,3.986548924406629
Gajah Mada: Bergelut Dalam Kemelut Takhta dan Angkara,Langit Kresna Hariadi,3.93,981.0,75.0,"Novel, Fiksi Historis, Fiksi, Sastra Indonesia, Historis, Sastra, Fantasi, Indonesian Literature",Tiga Serangkai,2006,2006_Tiga_Serangkai_Gajah_Mada_Bergelut_Dalam_Keme.jpg,30.0,3.0,251.0,251.0,251.0,248.0,Abu-abu/Putih,#fbfbf8,3.9188336503584895
Gajah Mada,Langit Kresna Hariadi,0.0401999999999999,1544.0,186.0,Indonesian Literature,Tiga Serangkai,2004,2004_Tiga_Serangkai_Gajah_Mada.jpg,114.0,5.0,252.0,247.0,248.0,252.0,Abu-abu/Putih,#f7f8fc,3.867730040888443
Pulang,Leila S. Chudori,4.32,10396.0,1.0,"Fiksi Historis, Fiksi, Novel, Sastra Indonesia, Historis, Roman, Sastra, Indonesian Literature",Kepustakaan Populer Gramedia,2012,2012_Kepustakaan_Populer__Pulang.jpg,21.0,28.0,250.0,250.0,242.0,223.0,Abu-abu/Putih,#faf2df,3.895633899307839
Pulang,Leila S. Chudori,4.32,10476.0,1.0,"Fiksi Historis, Fiksi, Novel, Sastra Indonesia, Historis, Roman, Sastra, Indonesian Literature",Kepustakaan Populer Gramedia,2012,2012_Kepustakaan_Populer__Pulang.jpg,21.0,28.0,250.0,250.0,242.0,223.0,Abu-abu/Putih,#faf2df,3.895633899307839
Namaku Alam: Jilid 1,Leila S. Chudori,4.17,3022.0,648.0,"Fiksi Historis, Fiksi, Sastra Indonesia, Novel, Historis, Politik, Roman, Indonesian Literature",Kepustakaan Populer Gramedia,2023,2023_Kepustakaan_Populer__Namaku_Alam_Jilid_1.jpg,21.0,29.0,251.0,251.0,242.0,222.0,Abu-abu/Putih,#fbf2de,3.883929664218548
Malam Terakhir: Kumpulan Cerpen,Leila S. Chudori,3.85,2791.0,504.0,"Cerita Pendek, Fiksi, Sastra Indonesia, Antologi, Kehidupan Sehari-hari, Sastra, Roman, Indonesian Literature",Kepustakaan Populer Gramedia,2009,2009_Kepustakaan_Populer__Malam_Terakhir_Kumpulan_Cerpen.jpg,23.0,38.0,208.0,208.0,201.0,177.0,Abu-abu/Putih,#d0c9b1,3.880750023580672
Laut Bercerita,Leila S. Chudori,4.61,25647.0,5.0,"Fiksi Historis, Fiksi, Novel, Sastra Indonesia, Historis, Roman, Keluarga, Indonesian Literature",Kepustakaan Populer Gramedia,2017,2017_Kepustakaan_Populer__Laut_Bercerita.jpg,22.0,24.0,236.0,236.0,230.0,214.0,Abu-abu/Putih,#ece6d6,3.938960841266096
9 dari Nadira,Leila S. Chudori,4.09,3159.0,617.0,"Fiksi, Sastra Indonesia, Cerita Pendek, Novel, Roman, Drama, Keluarga, Indonesian Literature",Kepustakaan Populer Gramedia,2009,2009_Kepustakaan_Populer__9_dari_Nadira.jpg,23.0,4.0,249.0,249.0,248.0,245.0,Abu-abu/Putih,#f9f8f5,3.883108449505118
Tujuh Lukisan Horor,Lexie Xu,4.32,1721.0,111.0,"Thriller, Misteri, Fiksi, Roman, Novel, Sastra Indonesia, Misteri Thriller, Indonesian Literature",Gramedia Pustaka Utama,2013,2013_Gramedia_Pustaka_Uta_Tujuh_Lukisan_Horor.jpg,21.0,122.0,245.0,245.0,208.0,128.0,Oranye/Cokelat,#f5d080,3.8824752605266863
Teror,Lexie Xu,4.32,8.0,94.0,"Thriller, Misteri, Fiksi, Novel, Sastra Indonesia, Roman, Misteri Thriller, Indonesian Literature",Gramedia Pustaka Utama,2012,2012_Gramedia_Pustaka_Uta_Teror.jpg,2.0,205.0,194.0,194.0,46.0,38.0,Merah,#c22e26,3.8824752605266863
Teror,Lexie Xu,4.32,1732.0,94.0,"Thriller, Misteri, Fiksi, Novel, Sastra Indonesia, Roman, Misteri Thriller, Indonesian Literature",Gramedia Pustaka Utama,2012,2012_Gramedia_Pustaka_Uta_Teror.jpg,2.0,205.0,194.0,194.0,46.0,38.0,Merah,#c22e26,3.8824752605266863
Permainan Maut,Lexie Xu,4.26,1795.0,106.0,"Thriller, Misteri, Fiksi, Sastra Indonesia, Novel, Roman, Misteri Thriller, Indonesian Literature",Gramedia Pustaka Utama,2011,2011_Gramedia_Pustaka_Uta_Permainan_Maut.jpg,107.0,183.0,167.0,47.0,98.0,167.0,Biru,#2f62a7,3.882268542180433
Pengurus MOS harus Mati,Lexie Xu,4.22,2144.0,121.0,"Thriller, Misteri, Fiksi, Sastra Indonesia, Novel, Roman, Misteri Thriller, Indonesian Literature",Gramedia Pustaka Utama,2011,2011_Gramedia_Pustaka_Uta_Pengurus_MOS_harus_Mati.jpg,2.0,175.0,241.0,241.0,85.0,76.0,Merah,#f1554c,3.88329079611286
Omen,Lexie Xu,4.3,2575.0,224.0,"Thriller, Misteri, Fiksi, Novel, Sastra Indonesia, Roman, Remaja, Indonesian Literature",Gramedia Pustaka Utama,2012,2012_Gramedia_Pustaka_Uta_Omen.jpg,6.0,218.0,234.0,234.0,71.0,34.0,Merah,#ea4722,3.883840152336037
Obsesi,Lexie Xu,4.22,2873.0,186.0,"Thriller, Misteri, Fiksi, Roman, Sastra Indonesia, Novel, Remaja, Indonesian Literature",PT Gramedia Pustaka Utama,2010,2010_PT_Gramedia_Pustaka__Obsesi.jpg,179.0,198.0,175.0,175.0,39.0,44.0,Merah,#af272c,3.88329079611286
Three Sisters,Lia Seplia,3.94,311.0,108.0,"Sastra Indonesia, Roman, Fiksi, Remaja, Kehidupan Sehari-hari, Chick Lit, Indonesian Literature",Gramedia Pustaka Utama,2017,2017_Gramedia_Pustaka_Uta_Three_Sisters.jpg,18.0,24.0,243.0,243.0,234.0,220.0,Abu-abu/Putih,#f3eadc,3.911550927726565
Only a Girl - Menantang Phoenix,Lian Gouw,3.55,66.0,20.0,"Novel, Historis, Sastra Indonesia, Fiksi, Indonesian Literature",GPU,2010,2010_GPU_Only_a_Girl_-_Menantang_Phoeni.jpg,95.0,11.0,138.0,132.0,137.0,138.0,Abu-abu/Putih,#84898a,3.819474860993302
"Ayahmu Bulan, Engkau Matahari",Lily Yulianti Farid,3.74,148.0,25.0,"Cerita Pendek, Sastra Indonesia, Antologi, Indonesian Literature",Gramedia Pustaka Utama,2012,"2012_Gramedia_Pustaka_Uta_Ayahmu_Bulan,_Engkau_Matahari.jpg",120.0,244.0,140.0,7.0,6.0,140.0,Biru,#07068c,3.833249729829321
Rahasia Selma: Kumpulan Cerita,Linda Christanty,3.63,432.0,73.0,"Cerita Pendek, Sastra Indonesia, Fiksi, Indonesian Literature",Gramedia Pustaka Utama,2010,2010_Gramedia_Pustaka_Uta_Rahasia_Selma_Kumpulan_Cerita.jpg,6.0,112.0,128.0,128.0,83.0,72.0,Merah,#805348,3.730646023386996
Kuda Terbang Maria Pinto,Linda Christanty,3.87,330.0,36.0,"Cerita Pendek, Sastra Indonesia, Fiksi, Sastra, Indonesian Literature",Kata Kita,2004,2004_Kata_Kita_Kuda_Terbang_Maria_Pinto.jpg,91.0,91.0,115.0,74.0,113.0,115.0,Biru,#4a7173,3.875120620699025
Panduan Sehari-hari Kaum Introver dan Mager,Lucia Priandarini,4.02,320.0,102.0,"Puisi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2021,2021_Gramedia_Pustaka_Uta_Panduan_Sehari-hari_Kaum_Intro.jpg,14.0,68.0,218.0,218.0,187.0,160.0,Merah,#dabba0,3.953990060513534
Victory,Luna Torashyngu,3.46,1384.0,71.0,"Roman, Novel, Sastra Indonesia, Fiksi, Remaja, Indonesian Literature",Gramedia Pustaka Utama,2006,2006_Gramedia_Pustaka_Uta_Victory.jpg,4.0,62.0,70.0,70.0,55.0,53.0,Merah,#463735,3.879512297563724
Beauty and The Best,Luna Torashyngu,3.62,1804.0,89.0,"Sastra Indonesia, Novel, Roman, Fiksi, Remaja, Persahabatan, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2006,2006_Gramedia_Pustaka_Uta_Beauty_and_The_Best.jpg,6.0,211.0,87.0,87.0,29.0,15.0,Merah,#571d0f,3.880063546487065
Tidak Ada New York Hari Ini,M. Aan Mansyur,4.13,3383.0,584.0,"Puisi, Sastra Indonesia, Roman, Fiksi, Sastra, Antologi, Indonesian Literature",Gramedia Pustaka Utama,2016,2016_Gramedia_Pustaka_Uta_Tidak_Ada_New_York_Hari_Ini.jpg,167.0,70.0,58.0,58.0,42.0,49.0,Merah,#3a2a31,3.883519056861833
Mengapa Luka Tidak Memaafkan Pisau,M. Aan Mansyur,4.04,826.0,172.0,"Puisi, Sastra Indonesia, Fiksi, Indonesian Literature",Gramedia Pustaka Utama,2020,2020_Gramedia_Pustaka_Uta_Mengapa_Luka_Tidak_Memaafkan_P.jpg,0.0,0.0,253.0,253.0,253.0,253.0,Abu-abu/Putih,#fdfdfd,3.998752247807999
Melihat Api Bekerja: Kumpulan Puisi,M. Aan Mansyur,4.1,2132.0,312.0,"Puisi, Sastra Indonesia, Fiksi, Sastra, Antologi, Roman, Indonesian Literature",Gramedia Pustaka Utama,2015,2015_Gramedia_Pustaka_Uta_Melihat_Api_Bekerja_Kumpulan_P.jpg,113.0,4.0,228.0,224.0,225.0,228.0,Abu-abu/Putih,#e0e1e4,3.882466761778097
Kukila,M. Aan Mansyur,3.79,1722.0,265.0,"Cerita Pendek, Fiksi, Sastra Indonesia, Puisi, Roman, Antologi, Sastra, Indonesian Literature",Gramedia Pustaka Utama,2012,2012_Gramedia_Pustaka_Uta_Kukila.jpg,35.0,131.0,205.0,189.0,205.0,100.0,Hijau,#bdcd64,3.880649248468116
Cinta yang Marah,M. Aan Mansyur,3.75,512.0,104.0,"Puisi, Sastra Indonesia, Nonfiksi, Roman, Indonesian Literature",Bejana,2009,2009_Bejana_Cinta_yang_Marah.jpg,29.0,179.0,235.0,235.0,232.0,70.0,Kuning,#ebe846,3.797277309663489
Macan: Cerpen Pilihan KOMPAS 2020,M. Hilmi Faiq,3.9,112.0,16.0,"Cerita Pendek, Sastra Indonesia, Fiksi, Indonesian Literature",Penerbit Buku Kompas,2021,2021_Penerbit_Buku_Kompas_Macan_Cerpen_Pilihan_KOMPAS_20.jpg,30.0,85.0,15.0,15.0,15.0,10.0,Hitam,#0f0f0a,3.886276496866968
Teman Rasa Pacar Vol. 1,M.E.A.W,3.67,3.0,1.0,Indonesian Literature,Koloni,2022,2022_Koloni_Teman_Rasa_Pacar_Vol._1.jpg,95.0,253.0,118.0,1.0,97.0,118.0,Biru,#016176,3.878797072259609
Contact Light: The Void Inside and Out,Madina Malahayati Chumaera,3.9,49.0,12.0,"Puisi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2017,2017_Gramedia_Pustaka_Uta_Contact_Light_The_Void_Inside_.jpg,19.0,169.0,190.0,190.0,144.0,64.0,Oranye/Cokelat,#be9040,3.883720456372123
The Magnetic You: Seni Membangun Persona Autentik yang Magnetik,Magdalena I. Ovi,4.78,32.0,23.0,"Nonfiksi, Indonesian Literature",Stiletto Book,2024,2024_Stiletto_Book_The_Magnetic_You_Seni_Membangu.jpg,21.0,71.0,241.0,241.0,221.0,174.0,Oranye/Cokelat,#f1ddae,3.9705165583435664
Dari Hari ke Hari,Mahbub Djunaidi,4.06,177.0,44.0,"Fiksi, Sastra Indonesia, Novel, Fiksi Historis, Indonesian Literature",Pustaka Jaya,2006,2006_Pustaka_Jaya_Dari_Hari_ke_Hari.jpg,21.0,178.0,245.0,245.0,196.0,74.0,Oranye/Cokelat,#f5c44a,3.948929639394897
Ulid Tak Ingin ke Malaysia,Mahfud Ikhwan,4.26,94.0,24.0,"Sastra Indonesia, Fiksi, Indonesian Literature",Jogja Bangkit Publisher,2009,2009_Jogja_Bangkit_Publis_Ulid_Tak_Ingin_ke_Malaysia.jpg,120.0,35.0,36.0,31.0,31.0,36.0,Abu-abu/Putih,#1f1f24,3.9739294047433034
Melihat Pengarang Tidak Bekerja,Mahfud Ikhwan,3.84,56.0,20.0,"Nonfiksi, Esai, Indonesian Literature",Diva Press,2022,2022_Diva_Press_Melihat_Pengarang_Tidak_Bekerj.jpg,20.0,127.0,201.0,201.0,168.0,101.0,Oranye/Cokelat,#c9a865,3.87431844856733
Kambing dan Hujan: Sebuah Roman,Mahfud Ikhwan,4.2,883.0,243.0,"Novel, Fiksi, Sastra Indonesia, Politik, Historis, Keluarga, Fiksi Historis, Indonesian Literature",Bentang Pustaka,2015,2015_Bentang_Pustaka_Kambing_dan_Hujan_Sebuah_Roman.jpg,20.0,129.0,200.0,200.0,165.0,99.0,Oranye/Cokelat,#c8a563,4.121278263482935
Dawuk: Kisah Kelabu Dari Rumbuk Randu,Mahfud Ikhwan,4.27,662.0,184.0,"Fiksi, Novel, Sastra Indonesia, Historis, Sastra, Indonesian Literature",Marjin Kiri,2017,2017_Marjin_Kiri_Dawuk_Kisah_Kelabu_Dari_Rumbuk.jpg,20.0,127.0,201.0,201.0,167.0,101.0,Oranye/Cokelat,#c9a765,4.1517040151042
Anwar Tohari Mencari Mati: Sebuah Novel,Mahfud Ikhwan,4.06,125.0,37.0,"Novel, Sastra Indonesia, Indonesian Literature",Marjin Kiri,2021,2021_Marjin_Kiri_Anwar_Tohari_Mencari_Mati_Sebu.jpg,19.0,129.0,192.0,192.0,158.0,95.0,Oranye/Cokelat,#c09e5f,3.934987192197636
Re: dan Perempuan,Maman Suherman,4.14,1759.0,414.0,"Fiksi, Roman, Feminisme, Novel, Kejahatan, Sastra Indonesia, Kehidupan Sehari-hari, Indonesian Literature",Imprint KPG (Kepustakaan Populer Gramedia),2021,2021_Imprint_KPG_(Kepusta_Re_dan_Perempuan.jpg,7.0,152.0,74.0,74.0,40.0,30.0,Merah,#4a281e,3.881855105487927
Petak Umpet Minako,Manhalfgod,4.22,114.0,24.0,"Horor, Fiksi, Indonesian Literature",Rakbuku,2015,2015_Rakbuku_Petak_Umpet_Minako.jpg,8.0,27.0,38.0,38.0,35.0,34.0,Abu-abu/Putih,#262322,3.976809533460312
Nanti Kita Cerita Tentang Hari Ini,Marchella FP,3.91,3017.0,424.0,"Puisi, Sastra Indonesia, Nonfiksi, Pengembangan Diri, Novel Grafis, Inspiratif, Seni, Indonesian Literature",POP,2018,2018_POP_Nanti_Kita_Cerita_Tentang_Hari.jpg,148.0,59.0,220.0,217.0,169.0,220.0,Ungu/Merah Muda,#d9a9dc,3.8812607163999
Student Hidjo,Marco Kartodikromo,3.22,476.0,103.0,"Novel, Fiksi, Sastra, Fiksi Historis, Klasik, Sastra Indonesia, Historis, Indonesian Literature",Yayasan Aksara Indonesia,2000,2000_Yayasan_Aksara_Indon_Student_Hidjo.jpg,13.0,7.0,246.0,246.0,242.0,239.0,Abu-abu/Putih,#f6f2ef,3.4698313549400464
Tesa,Marga T.,3.79,309.0,32.0,"Roman, Roman Kontemporer, Novel, Fiksi, Chick Lit, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2005,2005_Gramedia_Pustaka_Uta_Tesa.jpg,173.0,187.0,217.0,217.0,58.0,97.0,Merah,#d93a61,3.8339798485045895
Langit di Atas Merapi,Maria A. Sardjono,3.62,282.0,21.0,"Roman, Novel, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2001,2001_Gramedia_Pustaka_Uta_Langit_di_Atas_Merapi.jpg,12.0,35.0,230.0,230.0,211.0,198.0,Abu-abu/Putih,#e6d3c6,3.752137320556448
Jeruk Kristal,Maria Antonia Rahartati Bambang Haryo,3.7,302.0,101.0,"Cerita Pendek, Fiksi, Sastra Indonesia, Keluarga, Kehidupan Sehari-hari, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2018,2018_Gramedia_Pustaka_Uta_Jeruk_Kristal.jpg,32.0,29.0,173.0,172.0,173.0,153.0,Abu-abu/Putih,#acad99,3.788530138465744
The Ten Thousand Things,Maria Dermoût,3.79,1959.0,340.0,"Fiksi, Realisme Magis, Klasik, Fiksi Sastra, Asia, Sastra, Novel, Indonesian Literature",NYRB Classics,2002,2002_NYRB_Classics_The_Ten_Thousand_Things.jpg,15.0,128.0,216.0,216.0,161.0,108.0,Oranye/Cokelat,#d8a16c,3.880649248468116
De Buron,Maria Jaclyn,3.53,905.0,69.0,"Roman, Sastra Indonesia, Novel, Remaja, Fiksi, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2005,2005_Gramedia_Pustaka_Uta_De_Buron.jpg,75.0,61.0,130.0,99.0,130.0,114.0,Hijau,#638272,3.615003930808349
Raumanen,Marianne Katoppo,3.79,384.0,72.0,"Sastra Indonesia, Fiksi, Novel, Roman, Dewasa, Drama, Klasik, Indonesian Literature",Metafor Publishing,2006,2006_Metafor_Publishing_Raumanen.jpg,10.0,5.0,162.0,162.0,160.0,159.0,Abu-abu/Putih,#a2a09f,3.829080496647412
The Worry Tree,Marianne Musgrove,3.95,457.0,86.0,"Anak-anak, Fiksi, Klasik, Kesehatan Mental, Australia, Sastra Indonesia, Indonesian Literature",Penerbit Atria,2008,2008_Penerbit_Atria_The_Worry_Tree.jpg,4.0,186.0,196.0,196.0,72.0,53.0,Merah,#c44835,3.923240796472859
Mendengarkan Coldplay,Mario F. Lawi,3.16,103.0,23.0,"Puisi, Sastra Indonesia, Fiksi, Indonesian Literature",Grasindo,2016,2016_Grasindo_Mendengarkan_Coldplay.jpg,104.0,71.0,158.0,114.0,138.0,158.0,Biru,#728a9e,3.691646767030901
Lelaki Bukan Malaikat,Mario F. Lawi,3.41,86.0,23.0,"Puisi, Sastra Indonesia, Sastra, Fiksi, Indonesian Literature",Gramedia Pustaka Utama,2015,2015_Gramedia_Pustaka_Uta_Lelaki_Bukan_Malaikat.jpg,15.0,112.0,200.0,200.0,157.0,112.0,Oranye/Cokelat,#c89d70,3.7730271668697424
ekaristi,Mario F. Lawi,3.58,81.0,19.0,"Puisi, Sastra Indonesia, Indonesian Literature",PlotPoint Publishing,2014,2014_PlotPoint_Publishing_ekaristi.jpg,12.0,12.0,217.0,217.0,211.0,207.0,Abu-abu/Putih,#d9d3cf,3.815120714025309
Wayang Mbeling: Sastra Indonesia Menjelang Akhir Orde Baru,Marshall Alexander Clark,3.83,6.0,2.0,Indonesian Literature,Lembaga Studi Pers dan Pembangunan (LSPP),2008,2008_Lembaga_Studi_Pers_d_Wayang_Mbeling_Sastra_Indonesi.jpg,12.0,17.0,226.0,226.0,217.0,211.0,Abu-abu/Putih,#e2d9d3,3.879926991931823
"Cinta Untuk Ayah, Bapak, Papi, Papa",Martha Hutahaean,3.33,3.0,0.0,Indonesian Literature,Gramedia Pustaka Utama,2019,"2019_Gramedia_Pustaka_Uta_Cinta_Untuk_Ayah,_Bapak,_Papi,.jpg",27.0,59.0,250.0,250.0,244.0,192.0,Kuning,#faf4c0,3.8753069097275294
"Mati Baik-Baik, Kawan",Martin Aleida,3.93,112.0,18.0,"Sastra Indonesia, Cerita Pendek, Indonesian Literature",Akar Indonesia,2009,"2009_Akar_Indonesia_Mati_Baik-Baik,_Kawan.jpg",5.0,96.0,32.0,32.0,22.0,20.0,Merah,#201614,3.894650328642668
Kiat Sukses Hancur Lebur,Martin Suryajaya,3.62,165.0,41.0,"Novel, Sastra Indonesia, Fiksi, Indonesian Literature",Banana,2016,2016_Banana_Kiat_Sukses_Hancur_Lebur.jpg,148.0,36.0,169.0,167.0,145.0,169.0,Abu-abu/Putih,#a791a9,3.786171589142258
Skeleton 13,Meda,3.68,175.0,52.0,"Thriller, Misteri, Kejahatan, Fiksi, Detektif, Indonesian Literature",Bhuana Ilmu Populer,2023,2023_Bhuana_Ilmu_Populer_Skeleton_13.jpg,20.0,3.0,250.0,250.0,249.0,247.0,Abu-abu/Putih,#faf9f7,3.805209357819861
Azab dan Sengsara,Merari Siregar,3.53,617.0,75.0,"Sastra Indonesia, Klasik, Novel, Fiksi, Sastra, Roman, Indonesian Literature",Balai Pustaka,2005,2005_Balai_Pustaka_Azab_dan_Sengsara.jpg,102.0,98.0,52.0,32.0,44.0,52.0,Biru,#202c34,3.642017593785236
